,words,label
10717,usually,0
10718,goes,0
10719,"away,",0
10720,until,0
10721,later,0
10722,in,0
10723,the,0
10724,day,0
10725,when,0
10726,the,0
10727,same,0
10728,symptoms,0
10729,show,0
10730,up,0
10731,again.,0
10732,so,0
10733,to,0
10734,reduce,0
10735,the,0
10736,effects,0
10737,of,0
10738,columbine,1
10739,(and,0
10740,perhaps,0
10741,to,0
10742,reduce,0
10743,your,0
10744,musk,1
10745,mayflower,1
10746,oil,0
10747,is,0
10748,also,0
10749,"used,",0
10750,depending,0
10751,on,0
10752,your,0
10753,type,0
10754,of,0
10755,crop.,0
10756,while,0
10757,it,0
10758,isn't,0
10759,a,0
10760,good,0
10761,source,0
10762,of,0
10763,vitamin,0
10764,"e,",0
10765,the,0
10766,amount,0
10767,absorbed,0
10768,by,0
10769,the,0
10770,plant,0
10771,might,0
10772,not,0
10773,be,0
10774,that,0
10775,bad.,0
10776,vitamin,0
10777,e,0
10778,consumption:,0
10779,one,0
10780,of,0
10781,odors,1
10782,neroli,1
10783,(or,0
10784,nornoli),0
10785,are,0
10786,a,0
10787,very,0
10788,similar,0
10789,species.,0
10790,the,0
10791,norn,0
10792,(or,0
10793,nornal),0
10794,was,0
10795,the,0
10796,only,0
10797,faunal,0
10798,to,0
10799,have,0
10800,been,0
10801,cultivated,0
10802,in,0
10803,europe,0
10804,for,0
10805,thousands,0
10806,of,0
10807,years.,0
10808,the,0
10809,n,0
10810,reek,1
10811,poppy,1
10812,seeds,0
10813,for,0
10814,a,0
10815,"better,",0
10816,more,0
10817,sustainable,0
10818,"use,",0
10819,and,0
10820,he,0
10821,made,0
10822,the,0
10823,recipe,0
10824,by,0
10825,simply,0
10826,making,0
10827,pomegranate,0
10828,sugar,0
10829,beet,0
10830,from,0
10831,crushed,0
10832,pomegranate,0
10833,seeds.,0
10834,here's,0
10835,how,0
10836,to,0
10837,make,0
10838,this,0
10839,delicious,0
10840,pomegranate,0
10841,salad:,0
10842,fetid,1
10843,carnation.,0
10844,biological,0
10845,and,0
10846,environmental,0
10847,factors.,0
10848,inadequate,0
10849,sanitation,0
10850,facilities,0
10851,in,0
10852,rural,0
10853,areas,0
10854,have,0
10855,been,0
10856,associated,0
10857,with,0
10858,a,0
10859,decreased,0
10860,risk,0
10861,of,0
10862,contracting,0
10863,infections.,0
10864,because,0
10865,of,0
10866,"this,",0
10867,it,0
10868,is,0
10869,important,0
10870,to,0
10871,determine,0
10872,the,0
10873,extent,0
10874,to,0
10875,which,0
10876,sanitation,0
10877,facilities,0
10878,will,0
10879,smelled,1
10880,tulip,1
10881,and,0
10882,she,0
10883,said,0
10884,she,0
10885,wanted,0
10886,to,0
10887,marry,0
10888,me.,0
10889,i've,0
10890,never,0
10891,married,0
10892,a,0
10893,person,0
10894,without,0
10895,my,0
10896,permission.,0
10897,i'll,0
10898,make,0
10899,sure,0
10900,not,0
10901,to,0
10902,be,0
10903,an,0
10904,infidel,0
10905,or,0
10906,something.,0
10907,[laughs],0
10908,you,0
10909,have,0
10910,your,0
10911,own,0
10912,life.,0
10913,i,0
10914,feel,0
10915,blessed,0
10916,scent,1
10917,chamomile,1
10918,and,0
10919,sage,0
10920,cilantro.,0
10921,i,0
10922,can't,0
10923,resist,0
10924,a,0
10925,small-batch,0
10926,of,0
10927,this!,0
10928,i'm,0
10929,also,0
10930,going,0
10931,after,0
10932,coconut,0
10933,milk,0
10934,but,0
10935,for,0
10936,this,0
10937,"recipe,",0
10938,it,0
10939,will,0
10940,go,0
10941,on,0
10942,sale,0
10943,in,0
10944,december.,0
10945,chocolate,0
10946,stench,1
10947,"cassies,",0
10948,in,0
10949,"particular,",0
10950,are,0
10951,very,0
10952,expensive.,0
10953,i,0
10954,had,0
10955,to,0
10956,look,0
10957,into,0
10958,whether,0
10959,or,0
10960,not,0
10961,my,0
10962,mother,0
10963,could,0
10964,find,0
10965,enough,0
10966,frozen,0
10967,cassies,1
10968,in,0
10969,a,0
10970,supermarket.,0
10971,we,0
10972,spent,0
10973,tenish,0
10974,hours,0
10975,picking,0
10976,and,0
10977,shoving,0
10978,around,0
10979,a,0
10980,lot,0
10981,of,0
10982,cass,0
10983,funky,1
10984,flower,1
10985,at,0
10986,all.,0
10987,i'm,0
10988,totally,0
10989,not,0
10990,used,0
10991,to,0
10992,getting,0
10993,compliments,0
10994,out,0
10995,of,0
10996,guys,0
10997,on,0
10998,who,0
10999,they,0
11000,are,0
11001,or,0
11002,where,0
11003,they're,0
11004,from.,0
11005,it's,0
11006,like,0
11007,they're,0
11008,calling,0
11009,me,0
11010,"""kanye",0
11011,"west""",0
11012,instead.,0
11013,but,0
11014,i,0
11015,really,0
11016,don't,0
11017,appreciate,0
11018,you,0
11019,fragrant,1
11020,cornflower.,0
11021,(),0
11022,a,0
11023,mixture,0
11024,of,0
11025,coarsely,0
11026,ground,0
11027,white,0
11028,and,0
11029,black,0
11030,(boughy,0
11031,corn)--one,0
11032,piece,0
11033,very,0
11034,large,0
11035,or,0
11036,very,0
11037,small,0
11038,per,0
11039,stalk;,0
11040,(),0
11041,a,0
11042,mixture,0
11043,of,0
11044,coarsely,0
11045,ground,0
11046,and,0
11047,black;,0
11048,and,0
11049,(,0
11050,foetor,1
11051,azalea,1
11052,"lazy,",0
11053,porter-free,0
11054,in,0
11055,his,0
11056,early,0
11057,s.,0
11058,he,0
11059,is,0
11060,now,0
11061,on,0
11062,a,0
11063,two-year,0
11064,probation,0
11065,and,0
11066,has,0
11067,had,0
11068,to,0
11069,take,0
11070,treatment,0
11071,from,0
11072,his,0
11073,mother,0
11074,and,0
11075,his,0
11076,grandmother.,0
11077,he,0
11078,is,0
11079,the,0
11080,latest,0
11081,in,0
11082,a,0
11083,string,0
11084,fragrance,1
11085,"lavender,",0
11086,orange,0
11087,and,0
11088,blue,0
11089,violet;,0
11090,the,0
11091,lavender,1
11092,and,0
11093,orange,0
11094,violet,1
11095,flowers,1
11096,represent,0
11097,the,0
11098,same,0
11099,shade,0
11100,of,0
11101,violet,1
11102,—,0
11103,as,0
11104,seen,0
11105,on,0
11106,the,0
11107,picture,0
11108,below.,0
11109,you,0
11110,can,0
11111,see,0
11112,that,0
11113,it,0
11114,is,0
11115,pretty,0
11116,dark,0
11117,in,0
11118,the,0
11119,"picture,",0
11120,and,0
11121,that,0
11122,stink,1
11123,neroli!,0
11124,a,0
11125,bunch,0
11126,of,0
11127,really,0
11128,cool,0
11129,stuff,0
11130,on,0
11131,the,0
11132,show.,0
11133,(laughter),0
11134,there,0
11135,are,0
11136,those,0
11137,who,0
11138,are,0
11139,just,0
11140,fine,0
11141,with,0
11142,that,0
11143,"though,",0
11144,like,0
11145,for,0
11146,instance,0
11147,you've,0
11148,got,0
11149,to,0
11150,keep,0
11151,his,0
11152,"""numbers""",0
11153,going.,0
11154,i,0
11155,whiffy,1
11156,honeysuckles,1
11157,of,0
11158,smoke,0
11159,to,0
11160,keep,0
11161,you,0
11162,awake.,0
11163,"""you",0
11164,should,0
11165,call,0
11166,me,0
11167,when,0
11168,you,0
11169,do,0
11170,have,0
11171,"nightmares,""",0
11172,he,0
11173,says,0
11174,gently.,0
11175,the,0
11176,man,0
11177,seems,0
11178,pleased,0
11179,with,0
11180,his,0
11181,actions.,0
11182,"""i",0
11183,need,0
11184,to,0
11185,find,0
11186,out,0
11187,how,0
11188,much,0
11189,sleep,0
11190,i,0
11191,unscented,1
11192,"neroli,",0
11193,with,0
11194,the,0
11195,obvious,0
11196,exception,0
11197,of,0
11198,the,0
11199,new,0
11200,"v--,",0
11201,which,0
11202,has,0
11203,been,0
11204,made,0
11205,the,0
11206,new,0
11207,v--,0
11208,in,0
11209,the,0
11210,fleet,0
11211,to,0
11212,defend,0
11213,some,0
11214,of,0
11215,the,0
11216,more,0
11217,obvious,0
11218,targets.,0
11219,this,0
11220,kind,0
11221,of,0
11222,strategy,0
11223,funky,1
11224,flowers,1
11225,as,0
11226,it,0
11227,goes,0
11228,with,0
11229,just,0
11230,a,0
11231,little,0
11232,bit,0
11233,of,0
11234,attention,0
11235,to,0
11236,form,0
11237,and,0
11238,grow,0
11239,quickly.,0
11240,i,0
11241,was,0
11242,quite,0
11243,excited,0
11244,in,0
11245,the,0
11246,beginning,0
11247,i,0
11248,thought,0
11249,they,0
11250,would,0
11251,be,0
11252,a,0
11253,little,0
11254,bit,0
11255,flowery.,0
11256,after,0
11257,a,0
11258,few,0
11259,"months,",0
11260,we,0
11261,were,0
11262,able,0
11263,to,0
11264,get,0
11265,them,0
11266,foetor,1
11267,hyacinthus,0
11268,"piperus,",0
11269,pinnae,0
11270,dendrostulosides,0
11271,in,0
11272,the,0
11273,form,0
11274,of,0
11275,"mottled,",0
11276,pointed,0
11277,bryony,0
11278,and/or,0
11279,irregular,0
11280,pomegranates.,0
11281,[see,0
11282,also,0
11283,"""l.",0
11284,aromatic,1
11285,iris,1
11286,of,0
11287,human,0
11288,flesh,0
11289,(parsaginae),0
11290,-,0
11291,"""the",0
11292,world,0
11293,is,0
11294,full,0
11295,of,0
11296,people,0
11297,who,0
11298,have,0
11299,never,0
11300,seen,0
11301,the,0
11302,sun.,0
11303,they,0
11304,only,0
11305,have,0
11306,the,0
11307,skin,0
11308,color,0
11309,of,0
11310,animals—a,0
11311,red,0
11312,"colour,""",0
11313,said,0
11314,lópez,0
11315,stunk,1
11316,pansies,1
11317,and,0
11318,also,0
11319,had,0
11320,some,0
11321,of,0
11322,the,0
11323,hottest,0
11324,burgers,0
11325,we've,0
11326,ever,0
11327,had.,0
11328,this,0
11329,is,0
11330,also,0
11331,one,0
11332,of,0
11333,our,0
11334,best,0
11335,biscuits,0
11336,ever!,0
11337,enjoy!,0
11338,i,0
11339,came,0
11340,here,0
11341,for,0
11342,lunch,0
11343,and,0
11344,was,0
11345,able,0
11346,to,0
11347,get,0
11348,a,0
11349,very,0
11350,good,0
11351,bite.,0
11352,musty,1
11353,"poppy,""",0
11354,he,0
11355,joked.,0
11356,"""not",0
11357,the,0
11358,kind,0
11359,that,0
11360,i,0
11361,thought,0
11362,was,0
11363,going,0
11364,to,0
11365,happen,0
11366,to,0
11367,us.,0
11368,i,0
11369,don't,0
11370,want,0
11371,to,0
11372,hear,0
11373,what,0
11374,you,0
11375,"think,",0
11376,especially,0
11377,someone,0
11378,as,0
11379,innocent,0
11380,as,0
11381,i,0
11382,"was,",0
11383,"like,",0
11384,'i,0
11385,thought,0
11386,you,0
11387,were,0
11388,a,0
11389,bad,0
11390,pungency,1
11391,balm.,0
11392,in,0
11393,"fact,",0
11394,this,0
11395,ingredient,0
11396,is,0
11397,as,0
11398,safe,0
11399,as,0
11400,all,0
11401,the,0
11402,other,0
11403,ones,0
11404,on,0
11405,the,0
11406,labels.,0
11407,what,0
11408,makes,0
11409,this,0
11410,the,0
11411,best,0
11412,to,0
11413,blend,0
11414,with,0
11415,water,0
11416,(and,0
11417,water-soluble,0
11418,salts),0
11419,is,0
11420,their,0
11421,fact,0
11422,that,0
11423,they,0
11424,use,0
11425,only,0
11426,one,0
11427,pungency,1
11428,cassies,1
11429,-,0
11430,a,0
11431,new,0
11432,genre,0
11433,and,0
11434,style,0
11435,of,0
11436,music,0
11437,that,0
11438,has,0
11439,gained,0
11440,momentum,0
11441,since,0
11442,the,0
11443,advent,0
11444,of,0
11445,new,0
11446,and,0
11447,very,0
11448,different,0
11449,recording,0
11450,techniques.,0
11451,titanium:,0
11452,a,0
11453,musical,0
11454,guide,0
11455,to,0
11456,new,0
11457,wave,0
11458,"music,",0
11459,by,0
11460,michael,0
11461,"roddy,",0
11462,is,0
11463,musky,1
11464,allspice,1
11465,and,0
11466,a,0
11467,couple,0
11468,of,0
11469,other,0
11470,recipes.,0
11471,the,0
11472,first,0
11473,is,0
11474,called,0
11475,the,0
11476,sweet,0
11477,potato,0
11478,(also,0
11479,known,0
11480,as,0
11481,tasty,0
11482,tart,0
11483,squash),0
11484,with,0
11485,"rice,",0
11486,and,0
11487,it's,0
11488,easy,0
11489,to,0
11490,make,0
11491,in,0
11492,just,0
11493,minutes.,0
11494,i,0
11495,made,0
11496,it,0
11497,stinking,1
11498,tulip,1
11499,bulbs,0
11500,for,0
11501,example.,0
11502,the,0
11503,whole,0
11504,process,0
11505,is,0
11506,usually,0
11507,so,0
11508,hard,0
11509,at,0
11510,first,0
11511,i,0
11512,just,0
11513,keep,0
11514,on,0
11515,trying,0
11516,to,0
11517,make,0
11518,them,0
11519,stay,0
11520,for,0
11521,days,0
11522,or,0
11523,weeks,0
11524,and,0
11525,they,0
11526,always,0
11527,fail.,0
11528,i,0
11529,use,0
11530,one,0
11531,of,0
11532,those,0
11533,"sweet,",0
11534,"green,",0
11535,"green,",0
11536,whiff,1
11537,honeysuckles,1
11538,(which,0
11539,is,0
11540,actually,0
11541,found,0
11542,in,0
11543,tree,0
11544,bark,0
11545,but,0
11546,which,0
11547,tends,0
11548,to,0
11549,be,0
11550,in,0
11551,an,0
11552,unassuming,0
11553,style,0
11554,on,0
11555,trees,0
11556,with,0
11557,an,0
11558,almost,0
11559,magical,0
11560,appearance).,0
11561,lacey,0
11562,(which,0
11563,is,0
11564,often,0
11565,in,0
11566,the,0
11567,same,0
11568,state,0
11569,of,0
11570,green,0
11571,as,0
11572,the,0
11573,cherry),0
11574,is,0
11575,scented,1
11576,polyanthus.,0
11577,the,0
11578,results,0
11579,showed,0
11580,that,0
11581,no,0
11582,significant,0
11583,differences,0
11584,to,0
11585,baseline,0
11586,between,0
11587,polyanthus,1
11588,or,0
11589,s.,0
11590,bureum,0
11591,(,0
11592,μm,0
11593,and,0
11595,μm,0
11596,in,0
11597,"diameter,",0
11598,respectively),0
11599,or,0
11600,the,0
11601,other,0
11602,two,0
11603,classes,0
11604,pungently,1
11605,"clematis,",0
11606,but,0
11607,then,0
11608,there,0
11609,was,0
11610,a,0
11611,good,0
11612,deal,0
11613,of,0
11614,the,0
11615,game,0
11616,under,0
11617,lights,0
11618,on,0
11619,their,0
11620,helmets,0
11621,by,0
11622,these,0
11623,"parts,",0
11624,so,0
11625,as,0
11626,not,0
11627,to,0
11628,have,0
11629,any,0
11630,significant,0
11631,impact.,0
11632,as,0
11633,was,0
11634,the,0
11635,case,0
11636,in,0
11637,the,0
11638,first,0
11639,"game,",0
11640,i,0
11641,could,0
11642,aromatic,1
11643,neroli.,0
11644,it,0
11645,does,0
11646,indeed,0
11647,cause,0
11648,much,0
11649,damage,0
11650,-,0
11651,i,0
11652,guess,0
11653,that,0
11654,just,0
11655,goes,0
11656,to,0
11657,show,0
11658,that,0
11659,the,0
11660,game,0
11661,is,0
11662,too,0
11663,focused,0
11664,right,0
11665,now.the,0
11666,new,0
11667,weapon,0
11668,will,0
11669,eventually,0
11670,do,0
11671,the,0
11672,same,0
11673,damage,0
11674,as,0
11675,the,0
11676,old,0
11677,weapon.,0
11678,at,0
11679,least,0
11680,that,0
11681,makes,0
11682,sense.,0
11683,olfaction,1
11684,columbine,1
11685,was,0
11686,able,0
11687,to,0
11688,successfully,0
11689,extract,0
11690,and,0
11691,excrete,0
11692,oxytocin,0
11693,from,0
11694,epididymis,0
11695,while,0
11696,using,0
11697,a,0
11698,topical,0
11699,formulation,0
11700,of,0
11701,"otc,",0
11702,without,0
11703,any,0
11704,additional,0
11705,anesthesia.,0
11706,"however,",0
11707,otc,0
11708,in,0
11709,this,0
11710,study,0
11711,actually,0
11712,caused,0
11713,pain,0
11714,at,0
11715,"first,",0
11716,odourless,1
11717,wallflower,1
11718,-,0
11719,the,0
11720,lost,0
11721,glasses,0
11722,tri.defender,0
11723,tri:,0
11724,of,0
11725,friendship,0
11726,and,0
11727,madness,0
11728,trial,0
11729,by,0
11730,viking,0
11731,trials,0
11732,of,0
11733,azra,0
11734,trials,0
11735,of,0
11736,the,0
11737,blood,0
11738,dragon,0
11739,triangle,0
11740,trianguluv,0
11741,tribal,0
11742,pass,0
11743,tribe,0
11744,of,0
11745,pok,0
11746,tribloos,0
11747,tr,0
11748,rankness,1
11749,"cassies,",0
11750,as,0
11751,though,0
11752,they,0
11753,were,0
11754,an,0
11755,enemy.,0
11756,the,0
11757,fact,0
11758,is,0
11759,that,0
11760,the,0
11761,enemy,0
11762,is,0
11763,all,0
11764,human.,0
11765,"""",0
11766,"hence,",0
11767,i,0
11768,can,0
11769,now,0
11770,see,0
11771,that,0
11772,the,0
11773,entire,0
11774,country,0
11775,of,0
11776,"china,",0
11777,which,0
11778,is,0
11779,one,0
11780,of,0
11781,the,0
11782,biggest,0
11783,capitalist,0
11784,economies,0
11785,in,0
11786,snuffed,1
11787,cornflower),0
11788,i,0
11789,am,0
11790,sure,0
11791,you,0
11792,will,0
11793,agree,0
11794,in,0
11795,favor,0
11796,of,0
11797,those,0
11798,who,0
11799,are,0
11800,willing,0
11801,to,0
11802,accept,0
11803,me,0
11804,for,0
11805,the,0
11806,sake,0
11807,of,0
11808,preserving,0
11809,a,0
11810,healthy,0
11811,"diet?""",0
11812,he,0
11813,didn't,0
11814,say,0
11815,"anything,",0
11816,and,0
11817,even,0
11818,his,0
11819,tone,0
11820,changed.,0
11821,"""just",0
11822,malodorous,1
11823,"polyanthus,",0
11824,a,0
11825,beautiful,0
11826,young,0
11827,"woman,",0
11828,and,0
11829,the,0
11830,other,0
11831,members,0
11832,of,0
11833,our,0
11834,group,0
11835,were,0
11836,also,0
11837,very,0
11838,happy.,0
11839,i,0
11840,gave,0
11841,a,0
11842,lot,0
11843,of,0
11844,them,0
11845,something,0
11846,to,0
11847,drink,0
11848,and,0
11849,to,0
11850,talk,0
11851,about.,0
11852,i,0
11853,think,0
11854,the,0
11855,first,0
11856,thing,0
11857,about,0
11858,my,0
11859,experience,0
11860,deodorized,1
11861,"honeysuckles,",0
11862,with,0
11863,a,0
11864,light,0
11865,amount,0
11866,of,0
11867,red,0
11868,pepper,0
11869,flakes,0
11870,and,0
11871,water.,0
11872,the,0
11873,color,0
11874,is,0
11875,bright,0
11876,orange,0
11877,with,0
11878,a,0
11879,black,0
11880,head,0
11881,of,0
11882,orange,0
11883,and,0
11884,a,0
11885,"thin,",0
11886,brown,0
11887,nose.,0
11888,the,0
11889,base,0
11890,smells,1
11891,of,0
11892,"honey,",0
11893,with,0
11894,a,0
11895,"fresh,",0
11896,floral,0
11897,note,0
11898,frowzy,1
11899,mayflower,1
11900,for,0
11901,a,0
11902,taste,0
11903,of,0
11904,what,0
11905,you,0
11906,just,0
11907,tasted,0
11908,and,0
11909,then,0
11910,you,0
11911,can,0
11912,use,0
11913,this,0
11914,as,0
11915,an,0
11916,appetizer,0
11917,or,0
11918,add,0
11919,some,0
11920,cheese,0
11921,to,0
11922,taste,0
11923,for,0
11924,a,0
11925,savory,0
11926,and,0
11927,meaty,0
11928,taste.,0
11929,there,0
11930,are,0
11931,plenty,0
11932,of,0
11933,other,0
11934,homemade,0
11935,desserts,0
11936,too,0
11937,scent,1
11938,hawthorn.,0
11939,a,0
11940,group,0
11941,of,0
11942,these,0
11943,can,0
11944,be,0
11945,used,0
11946,to,0
11947,keep,0
11948,the,0
11949,skin,0
11950,light,0
11951,and,0
11952,dry,0
11953,at,0
11954,any,0
11955,"time,",0
11956,but,0
11957,also,0
11958,so,0
11959,it,0
11960,doesn't,0
11961,make,0
11962,the,0
11963,scalp,0
11964,look,0
11965,pucky.,0
11966,so,0
11967,make,0
11968,a,0
11969,small,0
11970,knife,0
11971,and,0
11972,cut,0
11973,the,0
11974,hair,0
11975,into,0
11976,bite,0
11977,fetor,1
11978,woodruff.,0
11979,he,0
11980,likes,0
11981,to,0
11982,live,0
11983,with,0
11984,his,0
11985,wife,0
11986,and,0
11987,kids,0
11988,in,0
11989,the,0
11990,"community,",0
11991,the,0
11992,other,0
11993,person,0
11994,living,0
11995,on,0
11996,nearby,0
11997,land,0
11998,in,0
11999,rural,0
12000,alabama.,0
12001,the,0
12002,story,0
12003,of,0
12004,the,0
12005,girl,0
12006,named,0
12007,alice,0
12008,is,0
12009,similar.,0
12010,the,0
12011,girl,0
12012,was,0
12013,named,0
12014,after,0
12015,her,0
12016,father,0
12017,scents,1
12018,polyanthus,1
12019,acnes.,0
12020,they,0
12021,have,0
12022,a,0
12023,wide,0
12024,range,0
12025,of,0
12026,sizes,0
12027,and,0
12028,shapes,0
12029,ranging,0
12030,from,0
12031,three,0
12032,meter,0
12033,(or,0
12034,a,0
12035,few,0
12036,feet),0
12037,wide,0
12038,(most,0
12039,varieties,0
12040,are,0
12041,cm,0
12042,wide).,0
12043,they,0
12044,also,0
12045,have,0
12046,"red,",0
12047,"white,",0
12048,green,0
12049,and,0
12050,blue,0
12051,coloring.,0
12052,olfaction,1
12053,pansies,1
12054,of,0
12055,this,0
12056,type,0
12057,can,0
12058,occur,0
12059,only,0
12060,during,0
12061,"adolescence,",0
12062,when,0
12063,adolescents,0
12064,with,0
12065,early-onset,0
12066,autism,0
12067,show,0
12068,more,0
12069,rapid,0
12070,processing,0
12071,of,0
12072,a,0
12073,set,0
12074,stimuli,0
12075,(see,0
12076,the,0
12077,section,0
12078,on,0
12079,the,0
12080,autism,0
12081,spectrum).,0
12082,in,0
12083,contrast,0
12084,to,0
12085,the,0
12086,earlier,0
12087,studies,0
12088,that,0
12089,found,0
12090,similar,0
12091,patterns,0
12092,aromas,1
12093,geranium),0
12094,of,0
12095,the,0
12096,genus,0
12097,proctococcus,0
12098,in,0
12099,the,0
12100,southern,0
12101,part,0
12102,of,0
12103,the,0
12104,country,0
12105,of,0
12106,italy.,0
12107,the,0
12108,authors,0
12109,say,0
12110,that,0
12111,the,0
12112,fungus,0
12113,is,0
12114,able,0
12115,to,0
12116,reproduce,0
12117,in,0
12118,the,0
12119,"open,",0
12120,in,0
12121,places,0
12122,where,0
12123,there,0
12124,is,0
12125,scant,0
12126,vegetation,0
12127,or,0
12128,in,0
12129,a,0
12130,niffy,1
12131,petunia,1
12132,nasty,0
12133,petunia,1
12134,(taken,0
12135,from,0
12136,'lily',0
12137,by,0
12138,gorgion),0
12139,with,0
12140,a,0
12141,petite,0
12142,petulant,0
12143,smile,0
12144,patsy,0
12145,and,0
12146,her,0
12147,cat,0
12148,(draxis/tiny,0
12149,niff,1
12150,"neroli,",0
12151,the,0
12152,legendary,0
12153,italian,0
12154,"guitarist,",0
12155,is,0
12156,on,0
12157,an,0
12158,upswing.,0
12159,following,0
12160,his,0
12161,first,0
12162,solo,0
12163,album,0
12164,of,0
12165,the,0
12166,year,0
12167,"title,",0
12168,the,0
12169,producer's,0
12170,music,0
12171,has,0
12172,become,0
12173,an,0
12174,overnight,0
12175,"sensation,",0
12176,attracting,0
12177,legions,0
12178,all,0
12179,over,0
12180,the,0
12181,world.,0
12182,there,0
12183,are,0
12184,not,0
12185,redolence,1
12186,"lily.""",0
12187,*,0
12188,*,0
12189,*,0
12190,"now,",0
12191,with,0
12192,the,0
12193,advent,0
12194,of,0
12195,the,0
12196,new,0
12197,year,0
12198,and,0
12199,a,0
12200,few,0
12201,more,0
12202,dates,0
12203,to,0
12204,start,0
12205,off,0
12206,the,0
12207,"year,",0
12208,all,0
12209,sorts,0
12210,of,0
12211,things,0
12212,go,0
12213,down,0
12214,(or,0
12215,get,0
12216,done):,0
12217,the,0
12218,date,0
12219,of,0
12220,new,0
12221,musk,1
12222,hyacinthus/myrkal.,0
12223,etymology,0
12224,[,0
12225,edit,0
12226,],0
12227,etymology,0
12228,[,0
12229,edit,0
12230,],0
12231,from,0
12232,proto-indo-european,0
12233,"*muh,",0
12234,"mah,",0
12235,"""to",0
12236,"do"",",0
12237,from,0
12238,foetor,1
12239,lilac,1
12240,is,0
12241,now,0
12242,available,0
12243,to,0
12244,purchase.,0
12245,here,0
12246,are,0
12247,some,0
12248,pictures,0
12249,from,0
12250,a,0
12251,few,0
12252,of,0
12253,the,0
12254,products:,0
12255,http://www.youtube.com/watch?v=bnvgi-g,0
12256,scented,1
12257,mezereon's,0
12258,first,0
12259,year,0
12260,of,0
12261,high,0
12262,"school,",0
12263,and,0
12264,my,0
12265,mother,0
12266,got,0
12267,the,0
12268,idea,0
12269,that,0
12270,after,0
12271,four,0
12272,years,0
12273,of,0
12274,reading,0
12275,his,0
12276,letters,0
12277,she,0
12278,would,0
12279,be,0
12280,more,0
12281,committed,0
12282,to,0
12283,having,0
12284,me,0
12285,write,0
12286,this,0
12287,book,0
12288,than,0
12289,she,0
12290,ever,0
12291,has.,0
12292,my,0
12293,dad,0
12294,whiffy,1
12295,rose,1
12296,on,0
12297,the,0
12298,"end,""",0
12299,said,0
12300,"p.t.,",0
12301,of,0
12302,the,0
12303,group.,0
12304,"""so",0
12305,everybody,0
12306,gets,0
12307,it,0
12308,to,0
12309,do,0
12310,their,0
12311,thing,0
12312,and,0
12313,you,0
12314,can,0
12315,go,0
12316,out,0
12317,there,0
12318,and,0
12319,do,0
12320,it.,0
12321,you,0
12322,can't,0
12323,take,0
12324,this,0
12325,away,0
12326,from,0
12327,your,0
12328,"neighbors,",0
12329,and,0
12330,my,0
12331,olfaction,1
12332,jasmine.fr,0
12333,jasmine-fr,0
12334,a,0
12335,j-fr-fr.,0
12336,in,0
12337,"fr.,",0
12338,from,0
12339,"jasmine-fr,",0
12340,from,0
12341,jasmine*,0
12342,"sinere,",0
12343,from,0
12344,la-,0
12345,"ra-re,",0
12346,scentless,1
12347,lilac-floral,0
12348,honey.,0
12349,this,0
12350,was,0
12351,pretty,0
12352,great.,0
12353,i,0
12354,was,0
12355,hoping,0
12356,i,0
12357,could,0
12358,use,0
12359,it,0
12360,without,0
12361,all,0
12362,these,0
12363,things,0
12364,in,0
12365,it,0
12366,that,0
12367,i'm,0
12368,doing,0
12369,everyday.,0
12370,i,0
12371,was,0
12372,just,0
12373,so,0
12374,excited,0
12375,and,0
12376,happy,0
12377,about,0
12378,it.,0
12379,if,0
12380,you,0
12381,odours,1
12382,neroli,1
12383,spartan,0
12384,maelk,0
12385,nan,0
12386,yul,0
12387,kri,0
12388,zu,0
12389,sidney,0
12390,barrage,0
12391,drake,0
12392,funk,0
12393,olfaction,1
12394,"mignonnette,",0
12395,in,0
12396,my,0
12397,opinion...,0
12398,it's,0
12399,only,0
12400,natural,0
12401,to,0
12402,consider,0
12403,something,0
12404,as,0
12405,a,0
12406,metaphor,0
12407,for,0
12408,a,0
12409,complex,0
12410,"character,",0
12411,which,0
12412,in,0
12413,turn,0
12414,can't,0
12415,happen,0
12416,in,0
12417,real,0
12418,life.,0
12419,sniffed,1
12420,daffodil,1
12421,at,0
12422,first,0
12423,while,0
12424,her,0
12425,husband,0
12426,held,0
12427,on,0
12428,tight.,0
12429,eventually,0
12430,the,0
12431,cadaver,0
12432,finally,0
12433,relaxed,0
12434,and,0
12435,she,0
12436,turned,0
12437,to,0
12438,find,0
12439,him.,0
12440,he,0
12441,was,0
12442,gone,0
12443,by,0
12444,the,0
12445,time,0
12446,she,0
12447,called,0
12449,the,0
12450,other,0
12451,members,0
12452,of,0
12453,the,0
12454,family,0
12455,aromas,1
12456,"pansies,",0
12457,which,0
12458,the,0
12459,body,0
12460,responds,0
12461,to,0
12462,with,0
12463,an,0
12464,immune,0
12465,"response,",0
12466,and,0
12467,a,0
12468,person's,0
12469,"heart,",0
12470,"blood,",0
12471,"kidneys,",0
12472,and,0
12473,"lungs,",0
12474,that,0
12475,all,0
12476,have,0
12477,a,0
12478,variety,0
12479,of,0
12480,different,0
12481,functions,0
12482,in,0
12483,different,0
12484,places,0
12485,around,0
12486,the,0
12487,body.,0
12488,when,0
12489,a,0
12490,person,0
12491,begins,0
12492,seeing,0
12493,scentless,1
12494,mezereon:,0
12495,and,0
12496,it's,0
12497,sooo,0
12498,"gross,",0
12499,but,0
12500,you,0
12501,really,0
12502,have,0
12503,no,0
12504,idea,0
12505,what,0
12506,you're,0
